site_code,config_id,antenna_id,node,start_date,end_date,site_type,site_name,antenna_group,site_description,site_type_name,rkm,rkm_total,latitude,longitude
ICH,100,09,ICH_D,2005-04-08T09:05:00Z,2015-12-09T13:00:00Z,INT,Ice Harbor Dam (Combined),RIGHT LADDER WEIR 438 [S/O],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,100,0A,ICH_D,2005-04-08T09:05:00Z,2015-12-09T13:00:00Z,INT,Ice Harbor Dam (Combined),RIGHT LADDER WEIR 438 [S/O],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,100,0B,ICH_D,2005-04-08T09:05:00Z,2015-12-09T13:00:00Z,INT,Ice Harbor Dam (Combined),RIGHT LADDER WEIR 437 [S/O],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,100,0C,ICH_D,2005-04-08T09:05:00Z,2015-12-09T13:00:00Z,INT,Ice Harbor Dam (Combined),RIGHT LADDER WEIR 437 [S/O],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,100,0D,ICH_D,2005-04-08T09:05:00Z,2015-12-09T13:00:00Z,INT,Ice Harbor Dam (Combined),RIGHT LADDER WEIR 436 [S/O],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,100,0E,ICH_D,2005-04-08T09:05:00Z,2015-12-09T13:00:00Z,INT,Ice Harbor Dam (Combined),RIGHT LADDER WEIR 436 [S/O],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,100,0F,ICH_D,2005-04-08T09:05:00Z,2015-12-09T13:00:00Z,INT,Ice Harbor Dam (Combined),RIGHT LADDER WEIR 435 [S/O],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,100,10,ICH_D,2005-04-08T09:05:00Z,2015-12-09T13:00:00Z,INT,Ice Harbor Dam (Combined),RIGHT LADDER WEIR 435 [S/O],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,100,A1,ICH_D,2005-04-08T09:05:00Z,2015-12-09T13:00:00Z,INT,Ice Harbor Dam (Combined),FULL FLOW BYPASS,Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,100,A2,ICH_D,2005-04-08T09:05:00Z,2015-12-09T13:00:00Z,INT,Ice Harbor Dam (Combined),FULL FLOW BYPASS,Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,100,A3,ICH_D,2005-04-08T09:05:00Z,2015-12-09T13:00:00Z,INT,Ice Harbor Dam (Combined),FULL FLOW BYPASS,Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,100,A4,ICH_D,2005-04-08T09:05:00Z,2015-12-09T13:00:00Z,INT,Ice Harbor Dam (Combined),FULL FLOW BYPASS,Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,01,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),LEFT LADDER WEIR 438 [O/S],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,02,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),LEFT LADDER WEIR 438 [O/S],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,03,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),LEFT LADDER WEIR 437 [O/S],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,04,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),LEFT LADDER WEIR 437 [O/S],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,05,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),LEFT LADDER WEIR 436 [O/S],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,06,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),LEFT LADDER WEIR 436 [O/S],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,07,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),LEFT LADDER WEIR 435 [O/S],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,08,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),LEFT LADDER WEIR 435 [O/S],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,09,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),RIGHT LADDER WEIR 438 [S/O],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,0A,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),RIGHT LADDER WEIR 438 [S/O],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,0B,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),RIGHT LADDER WEIR 437 [S/O],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,0C,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),RIGHT LADDER WEIR 437 [S/O],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,0D,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),RIGHT LADDER WEIR 436 [S/O],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,0E,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),RIGHT LADDER WEIR 436 [S/O],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,0F,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),RIGHT LADDER WEIR 435 [S/O],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,10,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),RIGHT LADDER WEIR 435 [S/O],Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,A1,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),FULL FLOW BYPASS,Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,A2,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),FULL FLOW BYPASS,Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,A3,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),FULL FLOW BYPASS,Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,A4,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),FULL FLOW BYPASS,Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
ICH,110,F1,ICH_D,2015-12-09T13:00:00Z,NA,INT,Ice Harbor Dam (Combined),Trap Entrance,Ice Harbor Dam Adult Fishways (both) and Full Flow Bypass,Combined Dam Location,522.016,538,46.249527,-118.879964
JD1,100,01,JD1_D,2007-09-01T00:00:00Z,2013-08-16T00:00:00Z,INT,"John Day River, McDonald Ferry",UPPER IN-STREAM ARRAY,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,100,02,JD1_D,2007-09-01T00:00:00Z,2013-08-16T00:00:00Z,INT,"John Day River, McDonald Ferry",UPPER IN-STREAM ARRAY,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,100,03,JD1_D,2007-09-01T00:00:00Z,2013-08-16T00:00:00Z,INT,"John Day River, McDonald Ferry",UPPER IN-STREAM ARRAY,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,100,04,JD1_D,2007-09-01T00:00:00Z,2013-08-16T00:00:00Z,INT,"John Day River, McDonald Ferry",LOWER IN-STREAM ARRAY,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,100,05,JD1_D,2007-09-01T00:00:00Z,2013-08-16T00:00:00Z,INT,"John Day River, McDonald Ferry",LOWER IN-STREAM ARRAY,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,100,06,JD1_D,2007-09-01T00:00:00Z,2013-08-16T00:00:00Z,INT,"John Day River, McDonald Ferry",LOWER IN-STREAM ARRAY,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,110,01,JD1_D,2013-08-16T00:00:00Z,2024-09-16T00:00:00Z,INT,"John Day River, McDonald Ferry",Upstream Array,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,110,02,JD1_D,2013-08-16T00:00:00Z,2024-09-16T00:00:00Z,INT,"John Day River, McDonald Ferry",Upstream Array,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,110,03,JD1_D,2013-08-16T00:00:00Z,2024-09-16T00:00:00Z,INT,"John Day River, McDonald Ferry",Upstream Array,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,110,04,JD1_D,2013-08-16T00:00:00Z,2024-09-16T00:00:00Z,INT,"John Day River, McDonald Ferry",Upstream Array,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,110,05,JD1_D,2013-08-16T00:00:00Z,2024-09-16T00:00:00Z,INT,"John Day River, McDonald Ferry",Upstream Array,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,110,06,JD1_D,2013-08-16T00:00:00Z,2024-09-16T00:00:00Z,INT,"John Day River, McDonald Ferry",Upstream Array,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,110,07,JD1_D,2013-08-16T00:00:00Z,2024-09-16T00:00:00Z,INT,"John Day River, McDonald Ferry",Downstream Array,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,110,08,JD1_D,2013-08-16T00:00:00Z,2024-09-16T00:00:00Z,INT,"John Day River, McDonald Ferry",Downstream Array,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,110,09,JD1_D,2013-08-16T00:00:00Z,2024-09-16T00:00:00Z,INT,"John Day River, McDonald Ferry",Downstream Array,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,110,0A,JD1_D,2013-08-16T00:00:00Z,2024-09-16T00:00:00Z,INT,"John Day River, McDonald Ferry",Downstream Array,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,110,0B,JD1_D,2013-08-16T00:00:00Z,2024-09-16T00:00:00Z,INT,"John Day River, McDonald Ferry",Downstream Array,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,110,0C,JD1_D,2013-08-16T00:00:00Z,2024-09-16T00:00:00Z,INT,"John Day River, McDonald Ferry",Downstream Array,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,120,01,JD1_D,2024-09-16T00:00:00Z,NA,INT,"John Day River, McDonald Ferry",Upstream Array,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,120,02,JD1_D,2024-09-16T00:00:00Z,NA,INT,"John Day River, McDonald Ferry",Upstream Array,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,120,03,JD1_D,2024-09-16T00:00:00Z,NA,INT,"John Day River, McDonald Ferry",Downstream Array,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
JD1,120,04,JD1_D,2024-09-16T00:00:00Z,NA,INT,"John Day River, McDonald Ferry",Downstream Array,"John Day River in-stream detection, near McDonald Ferry at RM 20",Instream Remote Detection System,351.032,383,45.59574,-120.410928
LMC,100,01,LMC_U,2013-12-16T00:00:00Z,2017-02-28T00:00:00Z,INT,Lower Manastash Creek,Upstream Array,"LMC is located in Manastash creek 1.4 miles above the confluence to the Yakima river, 80M above the bridge at Barnes Rd. All equipment was purchased by the Kittitas County Conservation District directly from Biomark. Site was installed and will be managed by WDFW personnel. Initial configuration of the site included 3-20ft, Biomark Lite antennas, each spanning the wetted width of the creek. Antenna 1 is upstream, 2 middle, and 3 is the downstream antenna. Antennas 2 and 3 were damaged February 2016 and were replaced in February 2017 with 24 x 8 ft pass-through antennas constructed with 1 inch PEX. Ten inch posts were used on the bottom of the creek to create a backbone for the antennas.  The posts are secured to the substrate with MR-4 anchors.  The sides of the antennas are secured using anchors on an exposed bank, clamps on trees and one t-post for antenna 3.  Antennas 2 and 3 have a complete field of detection with 24 inches of read range off the coil.  Each antenna is connected to a submersible IS1001 antenna control node which are anchored to the bank. The exciter cable runs 120ft upstream along the left bank to the IS1001-MTS, secured in an enclosure. Grid power is being used to charge the 4-12V batteries located in a Jo-Box under the enclosure.",Instream Remote Detection System,539.253.002,794,46.988614,-120.602197
LMC,100,02,LMC_U,2013-12-16T00:00:00Z,2017-02-28T00:00:00Z,INT,Lower Manastash Creek,Middle Array,"LMC is located in Manastash creek 1.4 miles above the confluence to the Yakima river, 80M above the bridge at Barnes Rd. All equipment was purchased by the Kittitas County Conservation District directly from Biomark. Site was installed and will be managed by WDFW personnel. Initial configuration of the site included 3-20ft, Biomark Lite antennas, each spanning the wetted width of the creek. Antenna 1 is upstream, 2 middle, and 3 is the downstream antenna. Antennas 2 and 3 were damaged February 2016 and were replaced in February 2017 with 24 x 8 ft pass-through antennas constructed with 1 inch PEX. Ten inch posts were used on the bottom of the creek to create a backbone for the antennas.  The posts are secured to the substrate with MR-4 anchors.  The sides of the antennas are secured using anchors on an exposed bank, clamps on trees and one t-post for antenna 3.  Antennas 2 and 3 have a complete field of detection with 24 inches of read range off the coil.  Each antenna is connected to a submersible IS1001 antenna control node which are anchored to the bank. The exciter cable runs 120ft upstream along the left bank to the IS1001-MTS, secured in an enclosure. Grid power is being used to charge the 4-12V batteries located in a Jo-Box under the enclosure.",Instream Remote Detection System,539.253.002,794,46.988614,-120.602197
LMC,100,03,LMC_D,2013-12-16T00:00:00Z,2017-02-28T00:00:00Z,INT,Lower Manastash Creek,Downstream Array,"LMC is located in Manastash creek 1.4 miles above the confluence to the Yakima river, 80M above the bridge at Barnes Rd. All equipment was purchased by the Kittitas County Conservation District directly from Biomark. Site was installed and will be managed by WDFW personnel. Initial configuration of the site included 3-20ft, Biomark Lite antennas, each spanning the wetted width of the creek. Antenna 1 is upstream, 2 middle, and 3 is the downstream antenna. Antennas 2 and 3 were damaged February 2016 and were replaced in February 2017 with 24 x 8 ft pass-through antennas constructed with 1 inch PEX. Ten inch posts were used on the bottom of the creek to create a backbone for the antennas.  The posts are secured to the substrate with MR-4 anchors.  The sides of the antennas are secured using anchors on an exposed bank, clamps on trees and one t-post for antenna 3.  Antennas 2 and 3 have a complete field of detection with 24 inches of read range off the coil.  Each antenna is connected to a submersible IS1001 antenna control node which are anchored to the bank. The exciter cable runs 120ft upstream along the left bank to the IS1001-MTS, secured in an enclosure. Grid power is being used to charge the 4-12V batteries located in a Jo-Box under the enclosure.",Instream Remote Detection System,539.253.002,794,46.988614,-120.602197
LMC,110,01,LMC_U,2017-02-28T00:00:00Z,NA,INT,Lower Manastash Creek,Upstream Array,"LMC is located in Manastash creek 1.4 miles above the confluence to the Yakima river, 80M above the bridge at Barnes Rd. All equipment was purchased by the Kittitas County Conservation District directly from Biomark. Site was installed and will be managed by WDFW personnel. Initial configuration of the site included 3-20ft, Biomark Lite antennas, each spanning the wetted width of the creek. Antenna 1 is upstream, 2 middle, and 3 is the downstream antenna. Antennas 2 and 3 were damaged February 2016 and were replaced in February 2017 with 24 x 8 ft pass-through antennas constructed with 1 inch PEX. Ten inch posts were used on the bottom of the creek to create a backbone for the antennas.  The posts are secured to the substrate with MR-4 anchors.  The sides of the antennas are secured using anchors on an exposed bank, clamps on trees and one t-post for antenna 3.  Antennas 2 and 3 have a complete field of detection with 24 inches of read range off the coil.  Each antenna is connected to a submersible IS1001 antenna control node which are anchored to the bank. The exciter cable runs 120ft upstream along the left bank to the IS1001-MTS, secured in an enclosure. Grid power is being used to charge the 4-12V batteries located in a Jo-Box under the enclosure.",Instream Remote Detection System,539.253.002,794,46.988614,-120.602197
LMC,110,02,LMC_U,2017-02-28T00:00:00Z,NA,INT,Lower Manastash Creek,Middle Array,"LMC is located in Manastash creek 1.4 miles above the confluence to the Yakima river, 80M above the bridge at Barnes Rd. All equipment was purchased by the Kittitas County Conservation District directly from Biomark. Site was installed and will be managed by WDFW personnel. Initial configuration of the site included 3-20ft, Biomark Lite antennas, each spanning the wetted width of the creek. Antenna 1 is upstream, 2 middle, and 3 is the downstream antenna. Antennas 2 and 3 were damaged February 2016 and were replaced in February 2017 with 24 x 8 ft pass-through antennas constructed with 1 inch PEX. Ten inch posts were used on the bottom of the creek to create a backbone for the antennas.  The posts are secured to the substrate with MR-4 anchors.  The sides of the antennas are secured using anchors on an exposed bank, clamps on trees and one t-post for antenna 3.  Antennas 2 and 3 have a complete field of detection with 24 inches of read range off the coil.  Each antenna is connected to a submersible IS1001 antenna control node which are anchored to the bank. The exciter cable runs 120ft upstream along the left bank to the IS1001-MTS, secured in an enclosure. Grid power is being used to charge the 4-12V batteries located in a Jo-Box under the enclosure.",Instream Remote Detection System,539.253.002,794,46.988614,-120.602197
LMC,110,03,LMC_D,2017-02-28T00:00:00Z,NA,INT,Lower Manastash Creek,Downstream Array,"LMC is located in Manastash creek 1.4 miles above the confluence to the Yakima river, 80M above the bridge at Barnes Rd. All equipment was purchased by the Kittitas County Conservation District directly from Biomark. Site was installed and will be managed by WDFW personnel. Initial configuration of the site included 3-20ft, Biomark Lite antennas, each spanning the wetted width of the creek. Antenna 1 is upstream, 2 middle, and 3 is the downstream antenna. Antennas 2 and 3 were damaged February 2016 and were replaced in February 2017 with 24 x 8 ft pass-through antennas constructed with 1 inch PEX. Ten inch posts were used on the bottom of the creek to create a backbone for the antennas.  The posts are secured to the substrate with MR-4 anchors.  The sides of the antennas are secured using anchors on an exposed bank, clamps on trees and one t-post for antenna 3.  Antennas 2 and 3 have a complete field of detection with 24 inches of read range off the coil.  Each antenna is connected to a submersible IS1001 antenna control node which are anchored to the bank. The exciter cable runs 120ft upstream along the left bank to the IS1001-MTS, secured in an enclosure. Grid power is being used to charge the 4-12V batteries located in a Jo-Box under the enclosure.",Instream Remote Detection System,539.253.002,794,46.988614,-120.602197
LMT,100,B1,LMT_U,2010-05-01T00:00:00Z,2015-12-07T12:00:00Z,INT,Lower Mainstem Teanaway River,UPSTREAM ARRAY,"The lower Teanaway pit tag array was installed in 2010 near the mouth of the Teanaway river, under the HWY 10 bridge .  The site had MUX with 2 rows of 3-20’ schedule 80 PVC antennas and used solar panels to generate power.  After an historic flow event in the fall of 2015 the decision was made to relocate the site to a more stable location and upgrade the equipment with more durable HDPE antennas and IS1001 readers and controller.  In October of 2018, the site was relocated 200’ below Lambert bridge, 5 miles east of Cle Elum Washington (47.174326, -120.836400).  The IS1001 MTS is powered by a 200 Ah 24V battery bank charged with a 24V, 8A Interacter charger which is connected to grid power.  There are two CAN bus trunk lines ~60’ long that are connected to the upper and lower rows of ACNs.  The submersible enclosures for the IS1001s were constructed by Yakama Nation Fisheries and consist of schedule 40 PVC with various fittings.  The submersibles were pressure tested to ensure a water tight enclosure.  They are located 8’ below each antenna and are daisy chained together.  Hydrovolt plugs are located between each submersible for the CAN bus cabling  and from submersible to antenna allowing each component to detatch under extreme flow conditions.  The CAN bus cabling is routed in a straight line 8’ below each row of antennas and is secured to 3/8” stainless steel cable using zip ties.  The stainless steel cable is secured to the substrate with MR-4 anchors, ~10’ apart.  Both rows of antennas consist of 3, 25’X30” HDPE flat plates constructed by Yakama Nation spanning the entire channel under most flow conditions.  The antennas are secured to the substrate using MR-4 anchors and a combination of NRS and ratchet straps. The site was installed in July 2018 by WDFW and Yakama Nation staff and started collecting data on 10/15/2018 at 13:15.",Instream Remote Detection System,539.284.000,823,47.174326,-120.8364
LMT,100,B2,LMT_U,2010-05-01T00:00:00Z,2015-12-07T12:00:00Z,INT,Lower Mainstem Teanaway River,UPSTREAM ARRAY,"The lower Teanaway pit tag array was installed in 2010 near the mouth of the Teanaway river, under the HWY 10 bridge .  The site had MUX with 2 rows of 3-20’ schedule 80 PVC antennas and used solar panels to generate power.  After an historic flow event in the fall of 2015 the decision was made to relocate the site to a more stable location and upgrade the equipment with more durable HDPE antennas and IS1001 readers and controller.  In October of 2018, the site was relocated 200’ below Lambert bridge, 5 miles east of Cle Elum Washington (47.174326, -120.836400).  The IS1001 MTS is powered by a 200 Ah 24V battery bank charged with a 24V, 8A Interacter charger which is connected to grid power.  There are two CAN bus trunk lines ~60’ long that are connected to the upper and lower rows of ACNs.  The submersible enclosures for the IS1001s were constructed by Yakama Nation Fisheries and consist of schedule 40 PVC with various fittings.  The submersibles were pressure tested to ensure a water tight enclosure.  They are located 8’ below each antenna and are daisy chained together.  Hydrovolt plugs are located between each submersible for the CAN bus cabling  and from submersible to antenna allowing each component to detatch under extreme flow conditions.  The CAN bus cabling is routed in a straight line 8’ below each row of antennas and is secured to 3/8” stainless steel cable using zip ties.  The stainless steel cable is secured to the substrate with MR-4 anchors, ~10’ apart.  Both rows of antennas consist of 3, 25’X30” HDPE flat plates constructed by Yakama Nation spanning the entire channel under most flow conditions.  The antennas are secured to the substrate using MR-4 anchors and a combination of NRS and ratchet straps. The site was installed in July 2018 by WDFW and Yakama Nation staff and started collecting data on 10/15/2018 at 13:15.",Instream Remote Detection System,539.284.000,823,47.174326,-120.8364
